timestamp,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,sensor_52,sensor_53,sensor_54,sensor_55,sensor_56,sensor_57,sensor_58,sensor_59,sensor_60,sensor_61,sensor_62,sensor_63,sensor_64,sensor_65,sensor_66,sensor_67,sensor_68,sensor_69,sensor_70,sensor_71,sensor_72,sensor_73,sensor_74,sensor_75,sensor_76,sensor_77,sensor_78,sensor_79,sensor_80,sensor_81,sensor_82,sensor_83,sensor_84,sensor_85,sensor_86,sensor_87,sensor_88,sensor_89,sensor_90,sensor_91,sensor_92,sensor_93,sensor_94,sensor_95,sensor_96,sensor_97,sensor_98,sensor_99
0,0.0,0.44366707908335,97.5050398219698,315.737432544708,337.204248037233,11.7843733304783,169.557915576241,34.9402332111023,60.0,152.883319211153,5.86420823977292,70.8366076677811,75.3564326998393,82.3408230609894,34.2186089948018,27.9671239227719,24.0869070554663,68.0177631665689,171.019681991803,756.026830797544,0.314115283310563,24.4799277798475,222.065832012431,6.89331366775361,5.58149731206452,6.83663835864142,185.031436378385,-0.876677784295128,5.46768619458477,21.3293363264284,301.041786702474,83.7438275121053,573.875216064453,0.471511761127778,515.835678246236,422.356490998332,216.864717221295,475.867923763224,246.593290979569,69.7743551166323,203.034865869028,193.841482403091,29.8191966604539,28.1731649315876,248.815778727779,0.206617251038551,217.297959190369,64.4146399792161,250.902088471024,199.279259466666,100.021095977034,54.8778168937542,0.0331673858554052,0.990000009536743,1654.57166666667,92.5166681925456,55.8194579120435,0.0332548747285045,0.980000019073486,1678.53460185185,96.4066678365072,60.1873939521224,0.0361660851419731,1.00999999046326,1664.19433333333,98.4866689046224,57.3767112373069,0.0341987110535293,0.970000028610229,1677.74484680135,97.5333353678385,58.9933660352672,0.0352055838168987,0.990000009536743,1675.68208333333,98.7466687520345,60.1517556330363,0.0359320284028521,0.980000019073486,1674.04286111111,98.3733350118001,8.0,99.106958201664,582.063348388672,99.0677636574639,957.03825434932,169.979380104065,0.72770468561122,157.631906969282,1.90190637352142,3.38083667424873,105.592128895795,160.005751376363,21.6243182614644,5.84836266998249,8.79522004127502,250.885849507637,99.0677636574639,1.01155723967964
1,0.0,0.442349826302862,52.9739642771909,316.708014057159,324.630037397744,16.9923807035199,162.572242998747,51.5922013680493,60.0,149.457434444316,5.89975214004517,66.820403255441,73.4782992671686,80.0887103313955,34.1249516865412,26.7159501841086,23.0434995928715,68.1885458484226,162.813518077483,846.276379653307,0.293479804008944,25.1910398670835,227.107457692464,6.75765736313285,5.26425038447424,6.4699125495012,185.071482417192,-1.01053331615487,5.14495252354282,19.5124009311368,300.705177815755,82.680559734839,573.269320068359,0.463045853979879,454.808592702195,379.730254770406,193.183474872448,443.91830923322,228.843505129567,52.2244665075938,204.632669007478,199.121707384668,35.6388935907623,27.5381401427866,231.219008362947,0.212027849256992,218.024618080916,68.5671836365998,237.135209580598,191.020500226009,100.086122847395,58.8733872666536,0.0375985303902642,0.990000009536743,1565.84277777778,94.5800015767415,61.8838054200409,0.0395122367363121,0.980000019073486,1566.19342592593,100.120001475016,66.1113397400467,0.0427230560464903,1.00999999046326,1547.43938888889,103.16333448622,64.1256957608528,0.0412257253007255,0.970000028610229,1555.47768518519,102.616668955485,65.6484432874079,0.0424246919778664,0.990000009536743,1547.41119444444,104.677780320909,66.4862300494159,0.042966233407905,0.980000019073486,1547.40652777778,103.690001424154,8.0,99.1730464151924,608.863350423177,99.1776402047573,967.558444552951,162.526137789503,0.727735318465835,158.171118920644,2.14311103916239,3.71485596693887,108.393032051369,160.006964971095,24.0778205015394,6.84003388106214,8.90076840229523,237.181764062152,99.1776402047573,1.01095574312254
3,0.0,0.442051741583038,40.0553253753014,316.54468407687,322.167550535202,18.1610617478689,161.204194741779,54.9987668523082,60.0,149.22817747529,5.89975214004517,64.8678453983497,72.9342218315586,79.3702309525723,34.0315534520679,26.3167949736513,22.7412343508659,68.2264805521082,161.497984479975,1055.39803491856,0.265345722601215,28.558193606561,229.665657639012,6.79774369633302,5.02611816371194,6.28367337632453,184.930249351139,-1.09269883035808,4.79854916791217,17.1925051119769,303.16836932147,81.6448560499969,577.703064778646,0.461712294842642,436.727803800066,373.681365674707,189.822980930393,438.219927131865,225.67773729548,50.0199996923164,204.907549513075,199.863321389092,35.7968296983507,27.1902834886696,225.202344621446,0.215535819530487,221.523513271473,72.2953357961835,233.553334074232,185.739037998953,100.461161806377,63.3840593021534,0.0417413379187215,0.990000009536743,1518.49611111111,98.6600018819173,65.675481721101,0.0431195151976766,0.980000019073486,1523.10343518519,103.178336207072,70.1272848351797,0.0466007984065329,1.00999999046326,1504.85157407407,106.383334265815,68.0076878263133,0.0449213535235936,0.970000028610229,1513.92784259259,106.040001678467,69.7019048131307,0.0462824334063601,0.990000009536743,1506.01210185185,108.218891482883,70.602663319623,0.0469317089965359,0.980000019073486,1504.37017592593,107.033335876465,8.0,99.1392300577708,629.526676432292,99.0971533908205,959.433394820602,161.196306149178,0.72776595132045,158.080380042706,2.696779709529,4.72069001967819,109.814254243896,160.004429206295,28.4035290056158,11.1347471550188,9.49452340586202,233.539733184344,99.0971533908205,1.0107752786411
5,0.0,0.44202608238834,39.5472894956806,316.46532422234,322.020879529606,18.2262576178844,161.122710849781,54.9623020706883,60.0,152.267698510723,5.89975214004517,66.8540603843318,71.994854863848,78.6232249972275,34.0637534566102,25.9017916651264,22.2193638132489,68.2370929512448,161.72393529356,1445.14186296109,0.242415130238467,37.3173534700619,230.791463516917,7.48916362737766,4.96466172229916,6.04813530728278,185.000166713824,-1.14371726014801,4.74253716506393,16.5519129162259,312.411945597331,81.1296208249551,594.341502075195,0.461748140798167,434.43072554279,374.05201847548,190.028899153044,438.165039975908,225.64724443106,50.0832723133299,204.722370153074,199.725688446116,35.5737257713742,27.1254773489578,224.230919884576,0.207933313184314,231.282324772376,79.0146262616522,233.230123360579,186.919577450788,101.289526434169,69.2310926060147,0.0469161915208982,0.990000009536743,1475.63325925926,104.750001525879,70.0507158296373,0.0467771900789993,0.980000019073486,1497.54005555556,107.985000737508,74.7826075264024,0.0507296750817851,1.00999999046326,1474.1392962963,111.483334350586,72.4449937759682,0.0487548120884183,0.970000028610229,1485.90448148148,110.836668904622,74.2966578340177,0.0502974848952443,0.990000009536743,1477.14459259259,113.200000508626,75.1801888193908,0.0509464828633894,0.980000019073486,1475.66985185185,111.896668752035,8.0,99.1519787205321,660.17666422526,99.1034782278813,953.04863575123,161.315128482482,0.727796584175065,158.036291234633,3.71954686763398,6.50681510898802,110.439701953843,160.014129813947,33.1844316015597,18.4228753709171,11.2087104950116,233.203365987142,99.1034782278813,1.01053672219191
6,0.0,0.442086732217253,44.5102033462235,316.388985398236,322.6314803661,18.2501774237575,161.461933536722,55.044947220767,60.0,157.608384824104,5.93775866826375,69.0939078586109,71.3274576778412,78.1761433609607,34.0777626922749,25.6534129783115,21.8485875988007,68.2279000323967,162.781255555038,2151.85183726447,0.225160760481021,54.0426854211498,231.059645929527,9.11360298561022,5.16228962297856,5.79072570800781,185.053140732932,-1.22361500351517,4.9860092549261,18.0010454636256,322.075317608869,78.8335051525964,611.735571695963,0.46197946746706,447.564498864117,374.129875325821,190.072152958789,440.124930862964,226.736072701646,50.1008531612114,204.392395309505,199.233707229544,36.6578971936968,27.1589135032287,225.307534986001,0.20460569858551,243.241812456272,85.6334276321678,235.334553490481,187.43894915941,104.04377854699,78.1107004316824,0.0538366212983855,0.990000009536743,1450.88414814815,116.170000457764,76.5998150784528,0.0513616566853422,0.980000019073486,1491.38131481481,117.57000096639,81.7284523084664,0.055780774236737,1.00999999046326,1465.17242592593,121.063335418701,80.1476208145707,0.0546545927796807,0.970000028610229,1466.43889814815,120.456668345133,82.0304658976661,0.0562991428381978,0.990000009536743,1457.04644444444,123.066668192546,82.992974854434,0.05707666177799,0.980000019073486,1454.06147222222,121.883334604899,8.0,99.6013255581006,720.203344726562,99.4574936083335,947.184679949725,162.135053565798,0.727827217029679,157.993880776798,5.56861850425068,9.83366133560958,110.588692183071,159.910776702013,37.9276290586966,27.9067566622346,14.6822214898609,235.349756355003,99.4574936083335,1.0103806273514
8,0.0,0.442300081797103,58.7890893934956,316.325712910578,324.574141104562,18.260632770634,162.541189502534,54.9961235496027,60.0,167.458234831814,5.94717050343735,74.1275054838915,71.88623208139,79.2595839640299,33.9511068285483,26.2553244244611,22.1590178229944,67.9522591465844,165.412514510714,3059.1548511972,0.219407980398388,84.3556810161512,229.932766506513,11.9902835157378,6.00522831304426,5.28417229546441,184.414324198829,-1.5739806131714,6.13648260359986,25.2043882523378,348.255773360641,80.0865802711911,658.860392049154,0.462895569601687,496.203349429908,374.504411491094,190.280228606164,447.820303199812,231.011279555451,49.9001797047015,204.541124811469,199.26397734748,40.7337827916322,27.1595306396484,229.864043102264,0.211122238337994,268.16919308945,100.710958257636,241.130919121636,189.837136936689,108.628321661162,94.7012588339912,0.0674013734819112,0.990000009536743,1405.03455555556,136.550001017253,90.996190030981,0.0622176764049801,0.980000019073486,1462.54561868687,137.483337402344,97.2371163262261,0.0677369658627631,1.00999999046326,1435.51036111111,141.510002644857,96.9405222605953,0.0685808291844464,0.970000028610229,1413.52216666667,140.826668802897,99.1883272209874,0.07045895464341,0.990000009536743,1407.74622222222,143.780002848307,100.077356897566,0.07125526378645,0.980000019073486,1404.49072222222,142.370002746582,8.0,100.055300045143,842.506685384115,99.7177660665394,953.026008436415,164.212353803147,0.727857849884294,157.958729394765,7.9308382722871,13.8417300141396,109.962648059174,159.838643369813,39.8112031876364,36.3057775088145,19.9211217880249,241.161580668838,99.7177660665394,1.01061107069356
10,0.0,0.442441301546348,66.7267579791289,316.389053271714,325.754800088065,18.2699070818571,163.197111160036,54.9573158432643,60.0,169.986587566582,5.97658875405539,76.0218458329477,71.6958701251581,79.2222906450181,34.1116902926233,26.2346059138989,22.0532611806434,68.3412316447364,166.415381033127,3149.62146401818,0.218865071911434,90.4082509038954,229.690008027177,12.2510083126818,6.02095674600866,4.8776501554148,184.990767816186,-1.50600177927283,6.2286979891917,25.4199801306106,358.49830356174,83.0675039898907,677.296946411133,0.463583132802553,542.484399476829,374.273566665649,190.151981480916,454.10786584163,234.504369912017,50.0257575082956,204.440033662584,199.258880105831,44.3625551604518,27.1765252449816,233.564003502329,0.212912902235985,275.43079957185,105.444212005268,245.992232778479,192.57333469289,109.085554014746,104.904318301589,0.0786614401386424,0.990000009536743,1333.61807407407,143.91667175293,101.422322207981,0.0728777183815043,0.980000019073486,1391.67806649832,145.19000193278,108.208524736193,0.0794310939283295,1.00999999046326,1362.29427777778,149.683336385091,107.67398267534,0.0799849288653434,0.970000028610229,1346.17838888889,148.756669616699,110.160337053582,0.0822685569942733,0.990000009536743,1339.0332962963,151.936668395996,111.221359761415,0.0836015230505544,0.980000019073486,1330.3748030303,150.62333577474,8.0,99.9963373279529,890.100026448568,99.633479342981,959.021811704282,165.142484832107,0.727888482738909,157.993918484286,8.16675959350711,14.2618644581804,109.82778223732,159.941367370419,39.9982977131973,37.042079798556,20.417767906189,246.039208026321,99.633479342981,1.01057896401742
11,0.0,0.442548844003752,71.3557260511409,316.543141255495,326.548049479167,18.274749423296,163.637805266204,55.0019482429999,60.0,171.732289576702,5.97711178256877,78.84657352777,71.3412337724935,79.1744864908627,33.9952573819514,26.2080480504793,21.8562409847186,68.2757324413017,167.203992612627,3237.33250816609,0.218028305200146,95.9372414373575,229.702766170932,12.4434889109848,6.03508568115882,4.73272125365963,184.993828869941,-1.66804906270171,6.27358681789295,25.6088272911781,367.548921147099,86.7050046885925,693.588058064778,0.464104041185237,575.012539856049,374.207668388367,190.11537132687,458.762426045736,237.090236692075,50.0089205172327,204.355765745375,199.279446072826,46.9740131999828,27.2126331369165,236.293573880912,0.21341494401296,280.843916458507,109.111626881804,249.779410095215,194.582315508619,109.621253707321,114.645254939821,0.0899784704144651,0.990000009536743,1274.14096296296,151.03333791097,112.207122237029,0.084455979157579,0.980000019073486,1328.58707407407,152.96333770752,119.457742226495,0.0917726816130278,1.00999999046326,1301.6699537037,157.620002746582,119.584724473459,0.0932066382730017,0.970000028610229,1283.00651851852,156.710001627604,122.435653861222,0.0962988461028347,0.990000009536743,1271.41350925926,159.890002950033,122.531887444885,0.0965249415988076,0.980000019073486,1269.43239141414,158.313334910075,8.0,100.023723248782,936.506683349609,99.6542580268389,959.861940058955,165.728649867023,0.727919115593524,158.079522919719,8.39638616191831,14.6541507767571,109.834870094962,159.916267308175,40.2900023754732,37.803234100529,20.8398750729031,249.768013463856,99.6542580268389,1.01052233382056
13,0.0,0.442675329298987,77.342347804839,316.683632203396,327.521762636719,18.2791719820669,164.178757020399,55.0175469125465,60.0,173.496642147828,5.97763481108215,80.2024325292136,72.311277110859,80.278884511569,33.9868629149813,26.8216025064273,22.3951539504772,67.9531389310625,167.981247033013,3333.03118587946,0.217325358774331,101.626323336187,229.635678286346,12.6827299137041,6.05226676173711,4.94211857946453,185.199953520799,-1.8045812536169,6.28739570816243,25.7615565302414,375.813434176975,89.3604522201761,708.464181518555,0.464632222826373,606.309247795247,374.192714828491,190.107063793606,463.430111386661,239.683395214812,49.9070085547059,204.243517049154,199.013767898425,49.5880113416803,27.2459420322367,239.224392495498,0.213487759232521,286.452981956799,112.956339808971,253.707590958207,196.59433743132,110.167524929551,124.750187030722,0.102405469163785,0.990000009536743,1218.19848148148,158.253337605794,125.027823196411,0.0990152236581598,0.980000019073486,1262.71313215488,161.373336283366,129.405123919169,0.104006478873094,1.00999999046326,1244.20252777778,166.513337198893,132.20650401146,0.107988800602372,0.970000028610229,1224.26125,165.036669413249,134.230903280117,0.110343611915778,0.990000009536743,1216.48096296296,168.573336791992,135.070397541046,0.111313938585594,0.980000019073486,1213.4185462963,166.614446089003,8.0,100.129842522198,986.370027669271,99.7319437427285,963.630744312428,166.432514493478,0.727949139808885,158.157573446331,8.64649221442222,15.0405177698135,109.79759904797,159.834633579961,40.5382444914401,38.4456229902029,21.3292221281264,253.676170997821,99.7319437427285,1.01081597709575
15,0.0,0.442782528269075,82.8722222800224,316.761556301946,328.388150146484,18.2890256507344,164.660083414714,54.9401158896905,60.0,175.195470356637,5.97815783959552,80.2844130502175,73.4270397920167,81.3791067330331,34.0773553132176,27.4328370739073,23.015022106676,67.8908891631232,168.831612168287,3417.48882934844,0.216714302326058,107.528723529312,229.518608912081,12.8894826417939,6.07614381826365,4.70467330819589,185.832325644019,-1.89921437668325,6.31100622797001,25.8067175428259,385.016497576678,92.2431025146074,725.029695638021,0.465174446743305,640.341171081937,374.188150585175,190.104528102875,468.211105278928,242.339502932738,49.9672265754894,204.12525668674,198.836432869924,52.2116481640932,27.2251665751139,241.987126098479,0.216853945122825,292.773395062071,117.577924705434,257.216423055013,198.878531985093,110.666443744437,136.898427446577,0.117250574905164,0.990000009536743,1167.57148148148,166.206670125326,137.334369751542,0.11348222343782,0.980000019073486,1210.18398821549,169.73000386556,142.86557313142,0.120004555334503,1.00999999046326,1190.50125,175.003336588542,145.024066737046,0.123717211375723,0.970000028610229,1172.22224074074,173.61000213623,147.082007050903,0.126080623364553,0.990000009536743,1166.57106481481,177.126670837402,148.0819923326,0.127618408835477,0.980000019073486,1160.34977777778,175.372225104438,8.0,100.095092594629,1037.05002441406,99.6138859419336,961.81483380353,167.189543692776,0.72700080576293,158.200864612192,8.86728494268896,15.428874260973,109.732560506712,159.820295997902,40.7564446706376,39.1226085624851,21.7567675844828,257.222518667279,99.6138859419336,1.01113441003572
